orderNumber, itemNumber, product, sourceLocation, destinationLocation, mot, quantity, uom, category, categoryDescription, startDate, endDate, destDaySupp, destStockOH, abcClass, week, approveLoad, reasonCode
2721730529,10,3800031471,692,3406,ZTE,34,CS,EF,Deployment: Purchase requisition,20260118,20260120,0,0,ZNL  ,A       ,,
2721730530,10,3800031471,692,3406,ZTE,2016,CS,EF,Deployment: Purchase requisition,20251207,20251209,0,0,ZNK  ,A       ,,
2721730531,10,3800031471,692,3427,ZIM,936,CS,EF,Deployment: Purchase requisition,20251206,20251215,0,0,,,,
2721730532,10,3800031472,692,3405,ZTL,504,CS,EF,Deployment: Purchase requisition,20251228,20251230,0,0,UL   ,C       ,,
2721730533,10,3800031472,692,3405,ZTL,12,CS,EF,Deployment: Purchase requisition,20260118,20260120,28,42,UL   ,C       ,,
2721730534,10,3800031472,692,3406,ZTE,24,CS,EF,Deployment: Purchase requisition,20260118,20260120,0,0,,,,
2721730535,10,3800031472,692,3406,ZTE,324,CS,EF,Deployment: Purchase requisition,20251228,20251230,0,0,,,,
2721730536,10,3800031472,692,3427,ZIM,27,CS,EF,Deployment: Purchase requisition,20260117,20260126,0,0,,,,
2721730537,10,3800031472,692,3427,ZIM,504,CS,EF,Deployment: Purchase requisition,20251227,20260105,0,0,,,,
2721730538,10,3800031473,692,3405,ZTL,516,CS,EF,Deployment: Purchase requisition,20260118,20260120,0,0,ZNK  ,B       ,,
2721730539,10,3800031473,692,3406,ZTE,24,CS,EF,Deployment: Purchase requisition,20260118,20260120,539,1035,ZNL  ,B       ,,
2721730540,10,3800031473,692,3406,ZTE,540,CS,EF,Deployment: Purchase requisition,20251214,20251216,0,0,CS   ,B       ,,
2721730541,10,3800031473,692,3427,ZIM,351,CS,EF,Deployment: Purchase requisition,20260117,20260126,0,0,,,,
2721730542,10,3800031402,692,3405,ZTL,1620,CS,EF,Deployment: Purchase requisition,20251018,20251020,0,0,,,,
2721730543,10,3800031402,692,3427,ZIM,1620,CS,EF,Deployment: Purchase requisition,20251017,20251026,0,0,,,,
2721730544,10,4119211789,692,3405,ZTL,3408,CS,EF,Deployment: Purchase requisition,20251207,20251209,63,15479.136,ZNK  ,AA      ,,
2721730545,10,4119211789,692,3406,ZTE,38,CS,EF,Deployment: Purchase requisition,20260118,20260120,539,8170.608,ZNL  ,AA      ,,
2721730546,10,4119211789,692,3406,ZTE,912,CS,EF,Deployment: Purchase requisition,20251207,20251209,0,0,CS   ,AA      ,,
2721730547,10,4119211789,692,3427,ZIM,1104,CS,EF,Deployment: Purchase requisition,20251206,20251215,0,0,,,,
2721730548,10,4119211790,692,3405,ZTL,3216,CS,EF,Deployment: Purchase requisition,20251214,20251216,56,134,UL   ,A       ,,
2721730549,10,4119211790,692,3406,ZTE,1,CS,EF,Deployment: Purchase requisition,20260118,20260120,539,672,CS   ,A       ,,
2721730550,10,4119211790,692,3406,ZTE,816,CS,EF,Deployment: Purchase requisition,20251214,20251216,574,6728.736,ZNL  ,A       ,,
2721730551,10,4119211790,692,3427,ZIM,1008,CS,EF,Deployment: Purchase requisition,20251213,20251222,0,0,,,,
2721730552,10,4119211791,692,3405,ZTL,23,CS,EF,Deployment: Purchase requisition,20260118,20260120,21,8078.4,ZNL  ,A       ,,
2721730553,10,4119211791,692,3405,ZTL,816,CS,EF,Deployment: Purchase requisition,20251228,20251230,0,0,ZNL  ,A       ,,
2721730554,10,4119211791,692,3406,ZTE,5,CS,EF,Deployment: Purchase requisition,20260118,20260120,539,4276.8,ZNL  ,A       ,,
2721730555,10,4119211791,692,3406,ZTE,432,CS,EF,Deployment: Purchase requisition,20251228,20251230,0,0,CS   ,A       ,,
2721730556,10,4119211791,692,3427,ZIM,34,CS,EF,Deployment: Purchase requisition,20260117,20260126,0,0,,,,
2721730557,10,4119211791,692,3427,ZIM,288,CS,EF,Deployment: Purchase requisition,20251227,20260105,0,0,,,,
2721730558,10,3800031466,692,3405,ZTL,31,CS,EF,Deployment: Purchase requisition,20260118,20260120,21,648,CS   ,B       ,,
2721730559,10,3800031466,692,3405,ZTL,648,CS,EF,Deployment: Purchase requisition,20251207,20251209,0,0,ZNL  ,B       ,,
2721730560,10,3800031466,692,3406,ZTE,17,CS,EF,Deployment: Purchase requisition,20260118,20260120,539,162,CS   ,B       ,,
2721730561,10,3800031466,692,3406,ZTE,162,CS,EF,Deployment: Purchase requisition,20251207,20251209,0,0,ZNL  ,B       ,,
2721730562,10,3800031466,692,3427,ZIM,13,CS,EF,Deployment: Purchase requisition,20260117,20260126,0,0,,,,
2721730563,10,3800031466,692,3427,ZIM,270,CS,EF,Deployment: Purchase requisition,20251206,20251215,0,0,,,,
2721730564,10,3800031467,692,3405,ZTL,648,CS,EF,Deployment: Purchase requisition,20251228,20251230,0,0,ZNK  ,C       ,,
2721730565,10,3800031467,692,3405,ZTL,27,CS,EF,Deployment: Purchase requisition,20260118,20260120,21,648,CS   ,C       ,,
2721730566,10,3800031467,692,3406,ZTE,27,CS,EF,Deployment: Purchase requisition,20260118,20260120,539,108,CS   ,C       ,,
2721730567,10,3800031467,692,3406,ZTE,108,CS,EF,Deployment: Purchase requisition,20251228,20251230,0,0,UL   ,C       ,,
2721730568,10,3800031467,692,3427,ZIM,270,CS,EF,Deployment: Purchase requisition,20251227,20260105,0,0,,,,
2721730569,10,3800031467,692,3427,ZIM,41,CS,EF,Deployment: Purchase requisition,20260117,20260126,0,0,,,,
2721730570,10,3800031468,692,3405,ZTL,648,CS,EF,Deployment: Purchase requisition,20251214,20251216,0,0,ZNK  ,A       ,,
2721730571,10,3800031468,692,3405,ZTL,2,CS,EF,Deployment: Purchase requisition,20260118,20260120,21,24,UL   ,A       ,,
2721730572,10,3800031468,692,3406,ZTE,3,CS,EF,Deployment: Purchase requisition,20260118,20260120,539,324,CS   ,A       ,,
2721730573,10,3800031468,692,3406,ZTE,324,CS,EF,Deployment: Purchase requisition,20251214,20251216,0,0,ZNL  ,A       ,,
2721730574,10,3800031468,692,3427,ZIM,33,CS,EF,Deployment: Purchase requisition,20260117,20260126,0,0,,,,
2721730575,10,3800031468,692,3427,ZIM,162,CS,EF,Deployment: Purchase requisition,20251213,20251222,0,0,,,,
2721730576,10,4119211276,690,3491,ZTL,3402,CS,EF,Deployment: Purchase requisition,20251019,20251022,54,3319,CS   ,B       ,,
2721730577,10,4119211276,690,3491,ZTL,4374,CS,EF,Deployment: Purchase requisition,20251021,20251024,54,3319,CS   ,B       ,,
2721730578,10,4119211415,690,3491,ZTL,480,CS,EF,Deployment: Purchase requisition,20260118,20260121,0,0,ZNK  ,B       ,,
2721730579,10,4119211104,690,3491,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251116,20251119,20,11923.2,ZNL  ,B       ,,
2721730580,10,4119211104,690,3491,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251207,20251210,27,3837,CS   ,B       ,,
2721730581,10,4119211104,690,3491,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251228,20251231,22,88.694,UL   ,B       ,,
2721730582,10,4119211104,690,3491,ZTL,2160,CS,EF,Deployment: Purchase requisition,20260104,20260107,26,4133,CS   ,B       ,,
2721730583,10,4119211104,690,3491,ZTL,7.76,CS,EF,Deployment: Purchase requisition,20260118,20260121,12,71.611,UL   ,B       ,,
2721730584,10,4119211106,690,3491,ZTL,1944,CS,EF,Deployment: Purchase requisition,20251118,20251121,87,22730.376,ZNK  ,B       ,,
2721730585,10,170012261,690,8759,ZTL,79700,LB,EF,Deployment: Purchase requisition,20251206,20251208,0,0,ZNK  ,        ,,
2721730586,10,170012261,690,8759,ZTL,85700,LB,EF,Deployment: Purchase requisition,20251213,20251215,0,0,ZNK  ,        ,,
2721730587,10,170012262,690,8759,ZTL,195600,LB,EF,Deployment: Purchase requisition,20251206,20251208,0,0,LB   ,        ,,
2721730588,10,170012262,690,8759,ZTL,55300,LB,EF,Deployment: Purchase requisition,20251213,20251215,0,0,ZNK  ,        ,,
2721730589,10,170012262,690,8759,ZTL,27700,LB,EF,Deployment: Purchase requisition,20251220,20251222,9,6152.154,ZNK  ,        ,,
2721730590,10,170012262,690,8759,ZTL,37400,LB,EF,Deployment: Purchase requisition,20260103,20260105,5,54411,ZNL  ,        ,,
2721730591,10,170012262,690,8759,ZTL,52,LB,EF,Deployment: Purchase requisition,20260117,20260119,204,35.685,UL   ,        ,,
2721730592,10,4119211535,692,3405,ZTL,57068.798,CS,EF,Deployment: Purchase requisition,20260125,20260127,352,2805.571,UL   ,B       ,,
2721730593,10,4119211535,692,3405,ZTL,191520,CS,EF,Deployment: Purchase requisition,20260111,20260113,275,1009303.68,ZNL  ,B       ,,
2721730594,10,4119211535,692,3405,ZTL,80640,CS,EF,Deployment: Purchase requisition,20260104,20260106,126,577420.032,ZNL  ,B       ,,
2721730595,10,4119211535,692,3405,ZTL,90720,CS,EF,Deployment: Purchase requisition,20251207,20251209,89,508483.584,ZNL  ,B       ,,
2721730596,10,4119211535,692,3405,ZTL,80640,CS,EF,Deployment: Purchase requisition,20251130,20251202,54,406425.6,ZNL  ,B       ,,
2721730597,10,4119211535,692,3405,ZTL,20160,CS,EF,Deployment: Purchase requisition,20251123,20251125,0,0,ZNK  ,B       ,,
2721730598,10,4119211535,692,3405,ZTL,30240,CS,EF,Deployment: Purchase requisition,20251119,20251121,0,0,UL   ,B       ,,
2721730599,10,4119211535,692,3405,ZTL,91913.837,CS,EF,Deployment: Purchase requisition,20260118,20260120,310,436196,CS   ,B       ,,
2721730600,10,4119211535,692,3427,ZIM,10080,CS,EF,Deployment: Purchase requisition,20251104,20251113,0,0,,,,
2721730601,10,4119211535,692,3427,ZIM,191520,CS,EF,Deployment: Purchase requisition,20251111,20251120,0,0,,,,
2721730602,10,4119211794,692,3405,ZTL,792,CS,EF,Deployment: Purchase requisition,20251214,20251216,63,88,UL   ,A       ,,
2721730603,10,4119211794,692,3406,ZTE,18,CS,EF,Deployment: Purchase requisition,20260118,20260120,0,0,,,,
2721730604,10,4119211794,692,3406,ZTE,1332,CS,EF,Deployment: Purchase requisition,20251214,20251216,0,0,,,,
2721730605,10,4119211794,692,3427,ZIM,468,CS,EF,Deployment: Purchase requisition,20251213,20251222,0,0,,,,
2721730606,10,4119211795,692,3405,ZTL,792,CS,EF,Deployment: Purchase requisition,20251207,20251209,70,8944.848,ZNK  ,AA      ,,
2721730607,10,4119211795,692,3406,ZTE,1332,CS,EF,Deployment: Purchase requisition,20251207,20251209,0,0,,,,
2721730608,10,4119211795,692,3406,ZTE,18,CS,EF,Deployment: Purchase requisition,20260118,20260120,0,0,,,,
2721730609,10,4119211795,692,3427,ZIM,468,CS,EF,Deployment: Purchase requisition,20251206,20251215,0,0,,,,
2721730610,10,4119211796,692,3405,ZTL,1584,CS,EF,Deployment: Purchase requisition,20251228,20251230,49,19040.4,ZNL  ,A       ,,
2721730611,10,4119211796,692,3406,ZTE,2736,CS,EF,Deployment: Purchase requisition,20251228,20251230,0,0,,,,
2721730612,10,4119211796,692,3427,ZIM,936,CS,EF,Deployment: Purchase requisition,20251227,20260105,0,0,,,,
2721730620,10,3800028422,692,3405,ZTL,2880,CS,EF,Deployment: Purchase requisition,20251105,20251107,21,51.417,UL   ,C       ,,
2721730621,10,3800028422,692,3405,ZTL,2880,CS,EF,Deployment: Purchase requisition,20251228,20251230,41,34462.302,ZNL  ,C       ,,
2721730622,10,3800028422,692,3405,ZTL,2880,CS,EF,Deployment: Purchase requisition,20251207,20251209,45,15469.44,ZNK  ,C       ,,
2721730623,10,3800028422,692,3405,ZTL,5760,CS,EF,Deployment: Purchase requisition,20251130,20251202,36,22344.45,ZNL  ,C       ,,
2721730624,10,3800028422,692,3405,ZTL,2880,CS,EF,Deployment: Purchase requisition,20251112,20251114,12,2349.76,ZNK  ,C       ,,
2721730625,10,4119210005,692,3405,ZTL,1080,CS,EF,Deployment: Purchase requisition,20251228,20251230,40,85499.05,ZNL  ,A       ,,
2721730626,10,4119210005,692,3405,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251221,20251223,36,76977.55,ZNL  ,A       ,,
2721730627,10,4119210005,692,3405,ZTL,1080,CS,EF,Deployment: Purchase requisition,20251214,20251216,36,36536.244,ZNK  ,A       ,,
2721730628,10,4119210005,692,3405,ZTL,1080,CS,EF,Deployment: Purchase requisition,20251207,20251209,24,59699.9,ZNL  ,A       ,,
2721730629,10,4119210005,692,3405,ZTL,1080,CS,EF,Deployment: Purchase requisition,20251130,20251202,31,368.5,UL   ,A       ,,
2721730630,10,4119210005,692,3405,ZTL,1080,CS,EF,Deployment: Purchase requisition,20251121,20251123,26,284.833,UL   ,A       ,,
2721730631,10,4119210005,692,3405,ZTL,1080,CS,EF,Deployment: Purchase requisition,20251119,20251121,26,284.833,UL   ,A       ,,
2721730632,10,4119210005,692,3405,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251112,20251114,36,41337.158,ZNK  ,A       ,,
2721730633,10,4119210005,692,3427,ZIM,1080,CS,EF,Deployment: Purchase requisition,20251111,20251120,0,0,,,,
2721730634,10,4119210005,692,3427,ZIM,1080,CS,EF,Deployment: Purchase requisition,20251120,20251129,0,0,,,,
2721730635,10,4119210005,692,3427,ZIM,1080,CS,EF,Deployment: Purchase requisition,20251129,20251208,0,0,,,,
2721730636,10,4119210005,692,3427,ZIM,1080,CS,EF,Deployment: Purchase requisition,20251213,20251222,0,0,,,,
2721730637,10,4119210005,692,3427,ZIM,1080,CS,EF,Deployment: Purchase requisition,20251220,20251229,0,0,,,,
2721730638,10,170011063,690,8793,ZTL,21510,LB,EF,Deployment: Purchase requisition,20260125,20260126,25,68828,ZNL  ,        ,,
2721730639,10,170011063,690,8793,ZTL,0.01,LB,EF,Deployment: Purchase requisition,20260118,20260119,31,119.748,UL   ,        ,,
2721730640,10,170011063,690,8793,ZTL,38000,LB,EF,Deployment: Purchase requisition,20251221,20251222,59,68855,ZNL  ,        ,,
2721730641,10,4119210242,690,3491,ZTL,2016,CS,EF,Deployment: Purchase requisition,20251228,20251231,32,74829.53,ZNK  ,AA      ,,
2721730642,10,4119210242,690,3491,ZTL,2016,CS,EF,Deployment: Purchase requisition,20260104,20260107,25,210.056,UL   ,AA      ,,
2721730643,10,4119210242,690,3491,ZTL,1008,CS,EF,Deployment: Purchase requisition,20251221,20251224,39,431.278,UL   ,AA      ,,
2721730644,10,4119210242,690,3491,ZTL,1008,CS,EF,Deployment: Purchase requisition,20251120,20251123,44,7636,CS   ,AA      ,,
2721730645,10,4119210244,692,3405,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251221,20251223,94,24393,CS   ,A       ,,
2721730646,10,4119210244,692,3405,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251228,20251230,87,22882,CS   ,A       ,,
2721730647,10,4119210244,692,3405,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251214,20251216,101,96680.247,ZNK  ,A       ,,
2721730648,10,4119210244,692,3427,ZIM,2160,CS,EF,Deployment: Purchase requisition,20251227,20260105,0,0,,,,
2721730649,10,4119210244,692,3427,ZIM,2160,CS,EF,Deployment: Purchase requisition,20251213,20251222,0,0,,,,
2721730650,10,4119210248,692,3405,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251214,20251216,38,70514.08,ZNK  ,A       ,,
2721730651,10,4119210248,692,3405,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251221,20251223,40,529.417,UL   ,A       ,,
2721730652,10,4119210248,692,3405,ZTL,4320,CS,EF,Deployment: Purchase requisition,20251228,20251230,37,508.583,UL   ,A       ,,
2721730653,10,4119210248,692,3405,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251121,20251123,51,87066.7,ZNK  ,A       ,,
2721730654,10,4119210248,692,3405,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251115,20251117,52,605.917,UL   ,A       ,,
2721730655,10,4119210248,692,3405,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251103,20251105,59,99802.92,ZNK  ,A       ,,
2721730656,10,4119210248,692,3427,ZIM,2160,CS,EF,Deployment: Purchase requisition,20251227,20260105,0,0,,,,
2721730657,10,4119210248,692,3427,ZIM,2160,CS,EF,Deployment: Purchase requisition,20251213,20251222,0,0,,,,
2721730658,10,4119210252,692,3405,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251121,20251123,59,1228.111,UL   ,AA      ,,
2721730659,10,4119210252,692,3405,ZTL,4320,CS,EF,Deployment: Purchase requisition,20251130,20251202,48,317132.4,ZNL  ,AA      ,,
2721730660,10,4119210252,692,3405,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251207,20251209,41,998.695,UL   ,AA      ,,
2721730661,10,4119210252,692,3405,ZTL,4320,CS,EF,Deployment: Purchase requisition,20251214,20251216,42,124778.184,ZNK  ,AA      ,,
2721730662,10,4119210252,692,3405,ZTL,6480,CS,EF,Deployment: Purchase requisition,20251221,20251223,42,1011.695,UL   ,AA      ,,
2721730663,10,4119210252,692,3405,ZTL,4320,CS,EF,Deployment: Purchase requisition,20251228,20251230,43,272773.8,ZNL  ,AA      ,,
2721730664,10,4119210252,692,3427,ZIM,2160,CS,EF,Deployment: Purchase requisition,20251120,20251129,0,0,,,,
2721730665,10,4119210378,690,3491,ZTL,2688,CS,EF,Deployment: Purchase requisition,20251221,20251224,38,48728.008,ZNK  ,B       ,,
2721730666,10,4119210380,690,3491,ZTL,6048,CS,EF,Deployment: Purchase requisition,20251112,20251115,0,0,UL   ,A       ,,
2721730667,10,4119210380,690,3491,ZTL,2016,CS,EF,Deployment: Purchase requisition,20251119,20251122,0,0,ZNL  ,A       ,,
2721730668,10,4119210380,690,3491,ZTL,4032,CS,EF,Deployment: Purchase requisition,20251120,20251123,0,0,ZNL  ,A       ,,
2721730669,10,4119210380,690,3491,ZTL,2016,CS,EF,Deployment: Purchase requisition,20251228,20251231,27,7449,CS   ,A       ,,
2721730670,10,4119210380,690,3491,ZTL,2016,CS,EF,Deployment: Purchase requisition,20251130,20251203,27,346.861,UL   ,A       ,,
2721730671,10,4119210361,690,3491,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251207,20251210,64,63471.226,ZNK  ,C       ,,
2721730672,10,4119210361,690,3491,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251214,20251217,57,421.111,UL   ,C       ,,
2721730673,10,4119210361,690,3491,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251221,20251224,50,96691.95,ZNL  ,C       ,,
2721730674,10,4119210361,690,3491,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251228,20251231,43,10002,CS   ,C       ,,
2721730675,10,4119210361,690,3491,ZTL,2160,CS,EF,Deployment: Purchase requisition,20260104,20260107,36,7645,CS   ,C       ,,
2721730676,10,4119210359,692,3405,ZTL,6480,CS,EF,Deployment: Purchase requisition,20251228,20251230,40,15848,CS   ,B       ,,
2721730677,10,4119210359,692,3405,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251221,20251223,42,43675.4,ZNK  ,B       ,,
2721730678,10,4119210359,692,3405,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251214,20251216,40,53937.452,ZNK  ,B       ,,
2721730679,10,4119210359,692,3405,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251130,20251202,38,99805.65,ZNL  ,B       ,,
2721730680,10,4119210359,692,3405,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251121,20251123,47,12648,CS   ,B       ,,
2721730681,10,4119210473,690,3491,ZTL,2016,CS,EF,Deployment: Purchase requisition,20251228,20251231,14,41855.95,ZNL  ,A       ,,
2721730682,10,4119210473,690,3491,ZTL,2016,CS,EF,Deployment: Purchase requisition,20251112,20251115,7,13976.004,ZNK  ,A       ,,
2721730683,10,4119210473,690,3491,ZTL,2016,CS,EF,Deployment: Purchase requisition,20251207,20251210,35,121353.8,ZNL  ,A       ,,
2721730684,10,4119210473,690,3491,ZTL,2016,CS,EF,Deployment: Purchase requisition,20251221,20251224,21,152.778,UL   ,A       ,,
2721730685,10,4119210463,690,3491,ZTL,1764,CS,EF,Deployment: Purchase requisition,20251102,20251105,29,2953,CS   ,B       ,,
2721730686,10,4119210467,690,3488,ZTL,1512,CS,EF,Deployment: Purchase requisition,20251112,20251115,3,253,CS   ,C       ,,
2721730687,10,4119210467,690,3488,ZTL,1512,CS,EF,Deployment: Purchase requisition,20251221,20251224,39,109.704,UL   ,C       ,,
2721730688,10,4119210467,690,3491,ZTL,1512,CS,EF,Deployment: Purchase requisition,20251228,20251231,40,21220.68,ZNK  ,C       ,,
2721730689,10,4119210467,690,3491,ZTL,1512,CS,EF,Deployment: Purchase requisition,20251207,20251210,42,118.926,UL   ,C       ,,
2721730690,10,4119210467,690,3491,ZTL,1512,CS,EF,Deployment: Purchase requisition,20251118,20251121,44,47952.25,ZNL  ,C       ,,
2721730692,10,3800028420,692,3405,ZTL,2880,CS,EF,Deployment: Purchase requisition,20260104,20260106,31,7507.5,ZNL  ,C       ,,
2721730703,10,3800028418,692,3427,ZIM,2880,CS,EF,Deployment: Purchase requisition,20251213,20251222,0,0,,,,
2721730704,10,3800028418,692,3427,ZIM,2880,CS,EF,Deployment: Purchase requisition,20251113,20251122,0,0,,,,
2721730705,10,4119210036,692,3405,ZTL,1440,CS,EF,Deployment: Purchase requisition,20251221,20251223,37,438.542,UL   ,A       ,,
2721730706,10,4119210036,692,3405,ZTL,1440,CS,EF,Deployment: Purchase requisition,20251228,20251230,37,46614.546,ZNK  ,A       ,,
2721730707,10,4119210036,692,3405,ZTL,2880,CS,EF,Deployment: Purchase requisition,20251214,20251216,38,521.75,UL   ,A       ,,
2721730708,10,4119210036,692,3405,ZTL,2880,CS,EF,Deployment: Purchase requisition,20251130,20251202,40,617.833,UL   ,A       ,,
2721730709,10,4119210036,692,3405,ZTL,2880,CS,EF,Deployment: Purchase requisition,20251121,20251123,24,64784.11,ZNL  ,A       ,,
2721730710,10,4119210036,692,3405,ZTL,2880,CS,EF,Deployment: Purchase requisition,20251119,20251121,24,64784.11,ZNL  ,A       ,,
2721730711,10,4119210036,692,3405,ZTL,5760,CS,EF,Deployment: Purchase requisition,20251112,20251114,17,3120,CS   ,A       ,,
2721730712,10,4119210036,692,3427,ZIM,1440,CS,EF,Deployment: Purchase requisition,20251227,20260105,0,0,,,,
2721730713,10,4119210036,692,3427,ZIM,2880,CS,EF,Deployment: Purchase requisition,20251220,20251229,0,0,,,,
2721730714,10,4119210036,692,3427,ZIM,1440,CS,EF,Deployment: Purchase requisition,20251206,20251215,0,0,,,,
2721730715,10,4119210036,692,3427,ZIM,1440,CS,EF,Deployment: Purchase requisition,20251120,20251129,0,0,,,,
2721730716,10,4119210036,692,3427,ZIM,1440,CS,EF,Deployment: Purchase requisition,20251118,20251127,0,0,,,,
2721730717,10,4119210038,692,3405,ZTL,1440,CS,EF,Deployment: Purchase requisition,20251228,20251230,24,35748.9,ZNL  ,A       ,,
2721730718,10,4119210040,692,3405,ZTL,2880,CS,EF,Deployment: Purchase requisition,20251130,20251202,42,206978.723,ZNL  ,AA      ,,
2721730719,10,4119210040,692,3405,ZTL,2880,CS,EF,Deployment: Purchase requisition,20251207,20251209,42,211084.053,ZNL  ,AA      ,,
2721730720,10,4119210040,692,3405,ZTL,2880,CS,EF,Deployment: Purchase requisition,20251214,20251216,35,635.375,UL   ,AA      ,,
2721730721,10,4119210040,692,3405,ZTL,2880,CS,EF,Deployment: Purchase requisition,20251221,20251223,28,55139.88,ZNK  ,AA      ,,
2721730722,10,4119210040,692,3405,ZTL,2880,CS,EF,Deployment: Purchase requisition,20251228,20251230,21,43803.048,ZNK  ,AA      ,,
2721730723,10,4119210040,692,3427,ZIM,1440,CS,EF,Deployment: Purchase requisition,20251227,20260105,0,0,,,,
2721730724,10,4119210040,692,3427,ZIM,1440,CS,EF,Deployment: Purchase requisition,20251220,20251229,0,0,,,,
2721730725,10,4119210040,692,3427,ZIM,2880,CS,EF,Deployment: Purchase requisition,20251213,20251222,0,0,,,,
2721730726,10,4119210040,692,3427,ZIM,1440,CS,EF,Deployment: Purchase requisition,20251206,20251215,0,0,,,,
2721730727,10,4119210040,692,3427,ZIM,1440,CS,EF,Deployment: Purchase requisition,20251129,20251208,0,0,,,,
2721730728,10,4119210022,692,3405,ZTL,1080,CS,EF,Deployment: Purchase requisition,20251120,20251122,43,140722.35,ZNL  ,A       ,,
2721730729,10,4119210022,692,3405,ZTL,1080,CS,EF,Deployment: Purchase requisition,20251118,20251120,43,140722.35,ZNL  ,A       ,,
2721730730,10,4119210022,692,3405,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251228,20251230,42,669.222,UL   ,A       ,,
2721730731,10,4119210022,692,3405,ZTL,3240,CS,EF,Deployment: Purchase requisition,20251221,20251223,41,77996.364,ZNK  ,A       ,,
2721730732,10,4119210022,692,3405,ZTL,1080,CS,EF,Deployment: Purchase requisition,20251214,20251216,43,174549,ZNL  ,A       ,,
2721730733,10,4119210022,692,3405,ZTL,1080,CS,EF,Deployment: Purchase requisition,20251116,20251118,43,140722.35,ZNL  ,A       ,,
2721730734,10,4119210022,692,3405,ZTL,1080,CS,EF,Deployment: Purchase requisition,20251114,20251116,41,59118.443,ZNK  ,A       ,,
2721730735,10,4119210022,692,3405,ZTL,3240,CS,EF,Deployment: Purchase requisition,20251112,20251114,41,59118.443,ZNK  ,A       ,,
2721730736,10,4119210022,692,3405,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251207,20251209,40,735.945,UL   ,A       ,,
2721730737,10,4119210022,692,3405,ZTL,1080,CS,EF,Deployment: Purchase requisition,20251130,20251202,35,149997.6,ZNL  ,A       ,,
2721730738,10,4119210022,692,3405,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251121,20251123,43,140722.35,ZNL  ,A       ,,
2721730739,10,4119210022,692,3427,ZIM,2160,CS,EF,Deployment: Purchase requisition,20251111,20251120,0,0,,,,
2721730740,10,4119210032,692,3405,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251228,20251230,48,411397.8,ZNL  ,AA      ,,
2721730741,10,4119210034,692,3405,ZTL,64.129,CS,EF,Deployment: Purchase requisition,20260118,20260120,88,21115.2,ZNL  ,D       ,,
2721730743,10,3800029379,690,3491,ZTL,2880,CS,EF,Deployment: Purchase requisition,20251130,20251203,106,56.542,UL   ,D       ,,
2721730744,10,4119210329,690,3491,ZTL,154.785,CS,EF,Deployment: Purchase requisition,20260118,20260121,5,2277,ZNL  ,C       ,,
2721730745,10,4119210329,690,3491,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251130,20251203,54,32241,ZNL  ,C       ,,
2721730746,10,4119210329,692,3405,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251228,20251230,35,30503,ZNL  ,C       ,,
2721730747,10,4119210329,692,3405,ZTL,2160,CS,EF,Deployment: Purchase requisition,20251214,20251216,49,44220,ZNL  ,C       ,,
2721730748,10,4119210327,692,3405,ZTL,2520,CS,EF,Deployment: Purchase requisition,20251214,20251216,39,180.333,UL   ,A       ,,
2721730749,10,4119210327,692,3405,ZTL,2520,CS,EF,Deployment: Purchase requisition,20251130,20251202,53,8511,CS   ,A       ,,
2721730750,10,4119210327,692,3405,ZTL,2520,CS,EF,Deployment: Purchase requisition,20251120,20251122,46,34662.194,ZNK  ,A       ,,
2721730751,10,4119210327,692,3405,ZTL,2520,CS,EF,Deployment: Purchase requisition,20251228,20251230,50,258.944,UL   ,A       ,,
2721730752,10,4119210210,690,3488,ZTL,2688,CS,EF,Deployment: Purchase requisition,20251228,20251231,20,214.687,UL   ,AA      ,,
2721730753,10,4119210210,690,3488,ZTL,5376,CS,EF,Deployment: Purchase requisition,20251119,20251122,27,17222,CS   ,AA      ,,
